City_ID,City,Country,Date,Lng,Lat,Max Temp,Humidity,Cloudiness,Wind Speed
188,Grindavik,IS,2022-02-01 13:52:45,-22.4338,63.8424,32.47,69,75,6.91
189,Ngunguru,NZ,2022-02-01 13:52:45,174.5,-35.6167,70.16,90,100,16.98
190,Ust-Kuyga,RU,2022-02-01 13:52:46,135.6,70.0167,-20.04,95,100,1.21
191,Placerville,US,2022-02-01 13:51:17,-120.7986,38.7296,42.13,91,3,1.01
192,Anadyr,RU,2022-02-01 13:52:46,177.4833,64.75,18.1,73,20,40.26
193,Ambilobe,MG,2022-02-01 13:52:47,49.05,-13.2,79.86,86,100,4.99
194,Mapiripan,CO,2022-02-01 13:52:47,-72.1256,2.8892,85.82,35,100,7.29
195,Misratah,LY,2022-02-01 13:52:47,15.0925,32.3754,57.4,58,55,32.28
196,Sambava,MG,2022-02-01 13:52:47,50.1667,-14.2667,83.41,74,23,18.5
197,Vostok,RU,2022-02-01 13:52:40,135.8833,46.4856,-4.41,99,99,4.05
198,Sirsa,IN,2022-02-01 13:52:48,75.0167,29.5333,58.89,44,0,7.7
199,Oparino,RU,2022-02-01 13:52:48,48.2783,59.8518,28.2,95,100,8.93
200,Hwange,ZW,2022-02-01 13:52:49,26.5019,-18.3693,81.14,66,19,6.08
201,Cape Town,ZA,2022-02-01 13:47:50,18.4232,-33.9258,89.11,48,20,8.05
202,Grand Gaube,MU,2022-02-01 13:52:49,57.6608,-20.0064,79.38,85,92,13.0
203,Richards Bay,ZA,2022-02-01 13:52:49,32.0377,-28.783,87.37,59,91,16.64
204,Maneadero,MX,2022-02-01 13:52:50,-116.5667,31.7167,50.11,88,85,3.0
205,Manicore,BR,2022-02-01 13:52:50,-61.3003,-5.8092,84.79,66,63,4.32
206,Yarada,IN,2022-02-01 13:52:50,83.2667,17.65,75.52,78,20,2.3
207,Namibe,AO,2022-02-01 13:52:51,12.1522,-15.1961,84.83,51,0,20.71
208,Fort Frances,CA,2022-02-01 13:52:51,-93.4003,48.5999,21.42,79,100,13.8
209,Claudio,BR,2022-02-01 13:52:51,-44.7658,-20.4433,76.17,77,51,6.22
210,Zhigansk,RU,2022-02-01 13:52:52,123.3711,66.7697,-29.49,99,96,7.83
211,Marsh Harbour,BS,2022-02-01 13:52:52,-77.0636,26.5412,66.54,54,0,14.43
212,Berlevag,NO,2022-02-01 13:52:52,29.0864,70.8578,15.75,45,0,4.61
213,Castro,BR,2022-02-01 13:50:08,-50.0119,-24.7911,74.17,72,31,3.91
214,Pacific Grove,US,2022-02-01 13:52:53,-121.9166,36.6177,50.27,90,0,4.61
215,Tura,IN,2022-02-01 13:52:31,90.2201,25.5198,57.92,58,29,1.86
216,Catalina,US,2022-02-01 13:51:37,-110.9211,32.5056,49.12,37,89,5.03
217,Adrar,MR,2022-02-01 13:52:54,-10.0711,20.5022,85.62,8,87,18.07
218,Harper,LR,2022-02-01 13:52:54,-7.7169,4.375,85.77,61,82,9.89
219,Broome,US,2022-02-01 13:52:54,-75.833,42.2506,22.91,66,0,7.0
220,Ipixuna,BR,2022-02-01 13:52:55,-48.8043,-1.7625,85.95,64,84,4.07
221,Boditi,ET,2022-02-01 13:52:55,37.8667,6.9667,78.91,19,87,5.19
222,Meulaboh,ID,2022-02-01 13:52:55,96.1285,4.1363,79.43,77,67,2.06
223,Laguna,US,2022-02-01 13:52:55,-121.4238,38.421,49.84,55,0,5.01
224,Solnechnyy,RU,2022-02-01 13:52:56,136.6319,50.7214,-3.89,99,96,2.01
225,Manggar,ID,2022-02-01 13:53:56,108.2667,-2.8833,79.66,79,97,5.95
226,Tilichiki,RU,2022-02-01 13:53:56,166.1,60.4667,11.41,93,100,10.94
227,Olafsvik,IS,2022-02-01 13:53:57,-23.7142,64.8945,29.19,79,100,6.89
228,Ayni,TJ,2022-02-01 13:53:57,68.5377,39.3941,27.0,65,96,7.76
229,Inuvik,CA,2022-02-01 13:53:57,-133.7218,68.3499,-10.19,80,75,4.61
230,Camacha,PT,2022-02-01 13:53:58,-16.3333,33.0833,65.16,72,0,24.16
231,Te Anau,NZ,2022-02-01 13:53:58,167.7167,-45.4167,59.61,97,100,2.28
232,Nemuro,JP,2022-02-01 13:53:58,145.575,43.3236,25.02,70,11,15.28
233,Kantang,TH,2022-02-01 13:53:59,99.5156,7.4054,80.69,74,20,4.61
234,Sao Filipe,CV,2022-02-01 13:53:59,-24.4956,14.8961,77.61,65,100,4.9
235,Bethel,US,2022-02-01 13:54:00,-73.414,41.3712,28.49,66,5,4.41
236,Mezen,RU,2022-02-01 13:54:00,44.24,65.8522,2.82,97,100,6.06
237,Butaritari,KI,2022-02-01 13:54:00,172.7902,3.0707,81.59,76,96,12.59
238,Charters Towers,AU,2022-02-01 13:54:01,146.2667,-20.1,79.05,73,100,8.05
239,Along,IN,2022-02-01 13:54:01,94.7667,28.1667,51.94,97,99,0.4
240,Lewisporte,CA,2022-02-01 13:54:02,-55.0482,49.2499,23.13,67,7,11.48
241,Pastavy,BY,2022-02-01 13:54:02,26.8326,55.1168,24.98,93,100,7.52
242,Nuuk,GL,2022-02-01 13:54:02,-51.7216,64.1835,9.88,78,100,3.0
243,Islamkot,PK,2022-02-01 13:54:03,70.177,24.6997,79.63,22,0,4.76
244,Cap Malheureux,MU,2022-02-01 13:54:03,57.6142,-19.9842,79.47,85,89,13.0
245,Saint-Augustin,CA,2022-02-01 13:50:12,-58.6502,51.226,-2.04,77,2,15.64
246,Coquimbo,CL,2022-02-01 13:54:03,-71.3436,-29.9533,64.13,77,100,2.3
247,Merauke,ID,2022-02-01 13:54:04,140.3333,-8.4667,78.89,81,100,6.06
248,Yanam,IN,2022-02-01 13:54:04,82.2167,16.7333,81.0,72,2,6.42
249,Turochak,RU,2022-02-01 13:54:04,87.1224,52.2576,6.37,99,76,1.12
250,Faya,SA,2022-02-01 13:54:05,42.4509,18.3851,64.51,56,8,7.23
251,Port Antonio,JM,2022-02-01 13:54:05,-76.4612,18.18,79.92,81,69,12.3
252,Ciudad Bolivar,VE,2022-02-01 13:54:05,-63.5497,8.1222,85.78,50,68,9.82
253,Cherskiy,RU,2022-02-01 13:54:06,161.3,68.75,-3.77,83,100,4.83
254,Guadalajara,MX,2022-02-01 13:54:06,-103.3333,20.6667,52.3,56,0,0.4
255,Jalu,LY,2022-02-01 13:54:06,21.5482,29.0331,65.25,27,53,17.85
256,Northam,GB,2022-02-01 13:54:07,-4.2167,51.0333,54.66,93,100,20.54
257,Usolye,RU,2022-02-01 13:54:07,56.6808,59.4268,28.22,96,100,10.42
258,Nokaneng,BW,2022-02-01 13:54:07,22.2667,-19.6667,81.05,54,89,13.85
259,Tshikapa,CD,2022-02-01 13:54:08,20.8,-6.4167,85.08,63,74,3.09
260,Atamanskaya,RU,2022-02-01 13:54:08,39.6358,46.1773,38.75,89,100,7.29
261,Belaya Gora,RU,2022-02-01 13:54:08,146.4167,68.5333,-11.78,96,100,3.91
262,Princeton,US,2022-02-01 13:52:40,-80.4089,25.5384,69.03,69,97,7.0
263,Krabi,TH,2022-02-01 13:54:09,98.9105,8.0726,82.6,65,20,5.75
264,Ahmadpur Sial,PK,2022-02-01 13:54:09,71.7483,30.6754,67.87,27,0,5.19
265,Longyearbyen,SJ,2022-02-01 13:52:34,15.6401,78.2186,19.24,68,75,5.75
266,Santo Antonio Do Ica,BR,2022-02-01 13:54:10,-67.9397,-3.1022,84.6,67,99,4.29
267,Nkoteng,CM,2022-02-01 13:54:10,12.0333,4.5167,91.92,22,99,4.27
268,Poum,NC,2022-02-01 13:54:10,164.0167,-20.2333,80.35,75,4,15.99
269,Tanout,NE,2022-02-01 13:54:10,8.8879,14.9709,74.57,9,0,9.82
270,Effingham,US,2022-02-01 13:54:11,-81.3332,32.3669,50.85,77,0,7.38
271,Mayumba,GA,2022-02-01 13:54:11,10.6554,-3.432,82.47,74,25,8.5
272,Bogovarovo,RU,2022-02-01 13:54:11,47.0246,58.9785,30.24,89,100,9.84
273,Trinidad,BO,2022-02-01 13:55:12,-64.9,-14.8333,76.98,94,75,0.0
274,Ahipara,NZ,2022-02-01 13:55:12,173.1667,-35.1667,68.81,89,100,13.98
275,Bauchi,NG,2022-02-01 13:55:12,10.0,10.5,88.57,10,11,2.64
276,Saint-Louis,SN,2022-02-01 13:55:13,-15.0,16.3333,97.23,7,99,19.8
277,Talnakh,RU,2022-02-01 13:55:13,88.3972,69.4865,4.21,95,100,9.4
278,Nanortalik,GL,2022-02-01 13:55:14,-45.2371,60.1432,16.47,79,19,10.07
